Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]	2019 [YR2019]
"Population, total"	SP.POP.TOTL	World	WLD	5280076284	6114332536	6921871614	7002860604	7085763408	7169640142	7254228377	7338964960	7424282488	7509065705	7591932907	7673533972
